txn_id,investor_id,amount,transaction_type,transaction_date,fund_name,trigger,nfo_participation,status
txn_afdadfae,inv_d2ef0e9a,2000,SIP,2025-11-01,Kotak Liquid Fund,Auto,False,Failed
txn_87fcad25,inv_d2ef0e9a,2000,SIP,2025-11-01,HDFC Flexi Cap,Auto,False,Success
txn_620060dc,inv_d2ef0e9a,2000,SIP,2025-11-01,Axis Bluechip,Auto,False,Success
txn_73f3044f,inv_d2ef0e9a,2000,SIP,2025-11-01,HDFC Balanced Advantage,Auto,False,Success
txn_5d0296a6,inv_9951445f,5000,SIP,2025-11-01,Axis Bluechip,Auto,False,Success
txn_65e08f43,inv_09687daa,5000,SIP,2025-11-01,HDFC Balanced Advantage,Auto,False,Success
txn_74889b5e,inv_09687daa,5000,SIP,2025-11-01,Nippon India Small Cap,Auto,False,Success
txn_d99b05ad,inv_09687daa,5000,SIP,2025-11-01,Axis Bluechip,Auto,False,Success
txn_f1b23122,inv_09687daa,5000,SIP,2025-11-01,Kotak Liquid Fund,Auto,False,Success
txn_72b58804,inv_4c369a8e,10000,SIP,2025-11-01,Nippon India Small Cap,Auto,False,Success
txn_7a7a6914,inv_4c369a8e,10000,SIP,2025-11-01,SBI Magnum Gilt,Auto,False,Success
txn_a7d61ab0,inv_0d5160de,30000,SIP,2025-11-01,SBI Small Cap,Auto,False,Success
txn_5cfba7b1,inv_0d5160de,30000,SIP,2025-11-01,Kotak Liquid Fund,Auto,False,Success
txn_17cf7bee,inv_0d5160de,30000,SIP,2025-11-01,Kotak Liquid Fund,Auto,False,Success
txn_44ef34f2,inv_0d5160de,30000,SIP,2025-11-01,HDFC Balanced Advantage,Auto,False,Success
txn_1ccf1ec0,inv_0d5160de,30000,SIP,2025-11-01,Parag Parikh Flexi Cap,Auto,False,Success
txn_c880972e,inv_f77f774d,1000,SIP,2025-11-01,SBI Small Cap,Auto,False,Success
txn_49b9d0f3,inv_f77f774d,1000,SIP,2025-11-01,Axis Bluechip,Auto,False,Success
txn_32b0898e,inv_f77f774d,1000,SIP,2025-11-01,Kotak Liquid Fund,Auto,False,Success
txn_0f6f5714,inv_f77f774d,1000,SIP,2025-11-01,HDFC Balanced Advantage,Auto,False,Success
txn_66a4f5ca,inv_4fe49b6b,10000,SIP,2025-11-01,SBI Small Cap,Auto,False,Success
txn_7426d911,inv_4fe49b6b,10000,SIP,2025-11-01,SBI Small Cap,Auto,False,Success
txn_abe4274b,inv_4fe49b6b,10000,SIP,2025-11-01,SBI Magnum Gilt,Auto,False,Success
txn_29f37600,inv_4fe49b6b,10000,SIP,2025-11-01,HDFC Flexi Cap,Auto,False,Success
txn_b71fe8d4,inv_7dc47bf6,15000,SIP,2025-11-01,Parag Parikh Flexi Cap,Auto,False,Success
txn_90e4fe42,inv_7dc47bf6,15000,SIP,2025-11-01,Nippon India Small Cap,Auto,False,Success
txn_08c71a48,inv_7dc47bf6,15000,SIP,2025-11-01,SBI Magnum Gilt,Auto,False,Success
txn_c8859d01,inv_5b7f2bff,5000,SIP,2025-11-01,Parag Parikh Flexi Cap,Auto,False,Success
txn_5e470920,inv_5b7f2bff,5000,SIP,2025-11-01,SBI Small Cap,Auto,False,Success
txn_40df3341,inv_5b7f2bff,5000,SIP,2025-11-01,Kotak Liquid Fund,Auto,False,Success
txn_fc803e9b,inv_100a0016,1000,SIP,2025-11-01,HDFC Balanced Advantage,Auto,False,Success
txn_e0c8d76e,inv_100a0016,1000,SIP,2025-11-01,HDFC Balanced Advantage,Auto,False,Success
txn_365c9ac3,inv_100a0016,1000,SIP,2025-11-01,Parag Parikh Flexi Cap,Auto,False,Success
txn_1190ce08,inv_0f610768,15000,SIP,2025-11-01,Axis Bluechip,Auto,False,Success
txn_a04c63a0,inv_afd2034c,5000,SIP,2025-11-01,Parag Parikh Flexi Cap,Auto,False,Success
txn_3ee59aaa,inv_8338bf36,10000,SIP,2025-11-01,HDFC Flexi Cap,Auto,False,Failed
txn_4abcaf0a,inv_8338bf36,10000,SIP,2025-11-01,Axis Bluechip,Auto,False,Success
txn_6ed3d2a6,inv_46dfdf9e,30000,SIP,2025-11-01,SBI Magnum Gilt,Auto,False,Success
txn_a4902e35,inv_46dfdf9e,30000,SIP,2025-11-01,Axis Bluechip,Auto,False,Success
txn_55c59f87,inv_6d289e9a,10000,SIP,2025-11-01,Parag Parikh Flexi Cap,Auto,False,Success
txn_6ba8f31f,inv_6d289e9a,10000,SIP,2025-11-01,HDFC Flexi Cap,Auto,False,Success
txn_3bbb17b4,inv_6d289e9a,10000,SIP,2025-11-01,SBI Small Cap,Auto,False,Success
txn_6e39bb48,inv_6d289e9a,10000,SIP,2025-11-01,Nippon India Small Cap,Auto,False,Success
txn_bdfc8f96,inv_6d289e9a,10000,SIP,2025-11-01,Kotak Liquid Fund,Auto,False,Success
txn_a89142d2,inv_83c9d21d,5000,SIP,2025-11-01,Axis Bluechip,Auto,False,Success
txn_4025f5eb,inv_83c9d21d,5000,SIP,2025-11-01,Nippon India Small Cap,Auto,False,Success
txn_33e66aa1,inv_83c9d21d,5000,SIP,2025-11-01,Kotak Liquid Fund,Auto,False,Success
txn_c7d046b5,inv_83c9d21d,5000,SIP,2025-11-01,Parag Parikh Flexi Cap,Auto,False,Success
txn_e00724f3,inv_5ecd386b,5000,SIP,2025-11-01,SBI Magnum Gilt,Auto,False,Success
txn_c689b8a7,inv_5ecd386b,5000,SIP,2025-11-01,HDFC Flexi Cap,Auto,False,Success
txn_1fe14915,inv_5ecd386b,5000,SIP,2025-11-01,SBI Small Cap,Auto,False,Success
txn_9eae20fe,inv_5ecd386b,5000,SIP,2025-11-01,SBI Magnum Gilt,Auto,False,Success
txn_e4140bd3,inv_5ecd386b,5000,SIP,2025-11-01,HDFC Balanced Advantage,Auto,False,Success
txn_4d01bd0a,inv_464c2282,5000,SIP,2025-11-01,Kotak Liquid Fund,Auto,False,Success
txn_771ea248,inv_464c2282,5000,SIP,2025-11-01,HDFC Balanced Advantage,Auto,False,Success
txn_13df2da5,inv_464c2282,5000,SIP,2025-11-01,Kotak Liquid Fund,Auto,False,Success
txn_4b2eb171,inv_464c2282,5000,SIP,2025-11-01,HDFC Flexi Cap,Auto,False,Success
txn_6aa4fc03,inv_464c2282,5000,SIP,2025-11-01,Axis Bluechip,Auto,False,Success
txn_06cbf0d1,inv_03680270,10000,SIP,2025-11-01,HDFC Balanced Advantage,Auto,False,Success
txn_50d329e1,inv_03680270,10000,SIP,2025-11-01,Nippon India Small Cap,Auto,False,Success
txn_1cb032a3,inv_03680270,10000,SIP,2025-11-01,Axis Bluechip,Auto,False,Failed
txn_399d33c2,inv_aed0e9e3,10000,SIP,2025-11-01,Axis Bluechip,Auto,False,Success
txn_b50cc680,inv_aed0e9e3,10000,SIP,2025-11-01,Kotak Liquid Fund,Auto,False,Success
txn_c150cce4,inv_aed0e9e3,10000,SIP,2025-11-01,HDFC Flexi Cap,Auto,False,Success
txn_ed6159a2,inv_aed0e9e3,10000,SIP,2025-11-01,Nippon India Small Cap,Auto,False,Success
txn_1b0b86f7,inv_fcd455d9,30000,SIP,2025-11-01,Nippon India Small Cap,Auto,False,Success
txn_8f8b51ed,inv_fcd455d9,30000,SIP,2025-11-01,HDFC Flexi Cap,Auto,False,Success
txn_398d4d48,inv_fcd455d9,30000,SIP,2025-11-01,SBI Magnum Gilt,Auto,False,Success
txn_0d11653d,inv_fcd455d9,30000,SIP,2025-11-01,Axis Bluechip,Auto,False,Success
txn_afec5c29,inv_0c0d195f,15000,SIP,2025-11-01,HDFC Balanced Advantage,Auto,False,Success
txn_61c2789a,inv_0c0d195f,15000,SIP,2025-11-01,Nippon India Small Cap,Auto,False,Success
txn_cdfdc5dd,inv_0c0d195f,15000,SIP,2025-11-01,HDFC Flexi Cap,Auto,False,Success
txn_1307c300,inv_db4156d7,10000,SIP,2025-11-01,SBI Magnum Gilt,Auto,False,Success
txn_c395f184,inv_1dda5417,10000,SIP,2025-11-01,HDFC Flexi Cap,Auto,False,Success
txn_49ae6339,inv_1dda5417,10000,SIP,2025-11-01,Parag Parikh Flexi Cap,Auto,False,Success
txn_aa427677,inv_1dda5417,10000,SIP,2025-11-01,SBI Magnum Gilt,Auto,False,Success
txn_316b939b,inv_1dda5417,10000,SIP,2025-11-01,Nippon India Small Cap,Auto,False,Success
txn_ada8c721,inv_1dda5417,10000,SIP,2025-11-01,SBI Magnum Gilt,Auto,False,Success
txn_c10f9a76,inv_d6a0b256,10000,SIP,2025-11-01,Nippon India Small Cap,Auto,False,Success
txn_298dd418,inv_7bdcf418,5000,SIP,2025-11-01,Parag Parikh Flexi Cap,Auto,False,Success
txn_b881977d,inv_7bdcf418,5000,SIP,2025-11-01,Axis Bluechip,Auto,False,Success
txn_70027841,inv_7bdcf418,5000,SIP,2025-11-01,SBI Small Cap,Auto,False,Success
txn_00e95a9a,inv_7bdcf418,5000,SIP,2025-11-01,Parag Parikh Flexi Cap,Auto,False,Success
txn_a2cd0dcb,inv_93d8c0bf,5000,SIP,2025-11-01,HDFC Balanced Advantage,Auto,False,Success
txn_0f074451,inv_93d8c0bf,5000,SIP,2025-11-01,Parag Parikh Flexi Cap,Auto,False,Success
txn_e85ab851,inv_fd896298,10000,SIP,2025-11-01,SBI Small Cap,Auto,False,Success
txn_5f1c4dda,inv_fd896298,10000,SIP,2025-11-01,Nippon India Small Cap,Auto,False,Success
txn_bdb38d15,inv_fd896298,10000,SIP,2025-11-01,HDFC Flexi Cap,Auto,False,Success
txn_0e391f5b,inv_fd896298,10000,SIP,2025-11-01,SBI Small Cap,Auto,False,Success
txn_4529fa4a,inv_63f4f367,10000,SIP,2025-11-01,Axis Bluechip,Auto,False,Success
txn_bfaadbde,inv_63f4f367,10000,SIP,2025-11-01,Kotak Liquid Fund,Auto,False,Success
txn_1eceb7c8,inv_a5537fd0,2000,SIP,2025-11-01,SBI Small Cap,Auto,False,Success
txn_1a8d8cb2,inv_a91ecc3e,1000,SIP,2025-11-01,Nippon India Small Cap,Auto,False,Success
txn_128214df,inv_a91ecc3e,1000,SIP,2025-11-01,SBI Magnum Gilt,Auto,False,Failed
txn_5e8a0e6d,inv_a91ecc3e,1000,SIP,2025-11-01,Nippon India Small Cap,Auto,False,Success
txn_91cb39b9,inv_a062d4e7,10000,SIP,2025-11-01,Axis Bluechip,Auto,False,Success
txn_b0363a19,inv_a062d4e7,10000,SIP,2025-11-01,Kotak Liquid Fund,Auto,False,Success
txn_109b696a,inv_87f039ec,1000,SIP,2025-11-01,HDFC Flexi Cap,Auto,False,Success
txn_a5779dca,inv_87f039ec,1000,SIP,2025-11-01,Axis Bluechip,Auto,False,Success
txn_31b5237d,inv_87f039ec,1000,SIP,2025-11-01,SBI Magnum Gilt,Auto,False,Success
txn_4b4c37ea,inv_87f039ec,1000,SIP,2025-11-01,Kotak Liquid Fund,Auto,False,Success
txn_ceb5e010,inv_ec4d4ebf,5000,SIP,2025-11-01,Nippon India Small Cap,Auto,False,Success
txn_638343a1,inv_ec4d4ebf,5000,SIP,2025-11-01,SBI Magnum Gilt,Auto,False,Success
txn_4e6edb4c,inv_ec4d4ebf,5000,SIP,2025-11-01,SBI Magnum Gilt,Auto,False,Success
txn_118c4f39,inv_ec4d4ebf,5000,SIP,2025-11-01,HDFC Flexi Cap,Auto,False,Success
txn_9a240ba3,inv_ec4d4ebf,5000,SIP,2025-11-01,Kotak Liquid Fund,Auto,False,Success
txn_fdfb5326,inv_bdd9fe97,5000,SIP,2025-11-01,SBI Magnum Gilt,Auto,False,Success
txn_127f1dae,inv_5ead152c,5000,SIP,2025-11-01,Kotak Liquid Fund,Auto,False,Success
txn_490e4cc3,inv_5ead152c,5000,SIP,2025-11-01,SBI Magnum Gilt,Auto,False,Failed
txn_8dc13d4b,inv_5ead152c,5000,SIP,2025-11-01,SBI Magnum Gilt,Auto,False,Success
txn_031bcd27,inv_5ead152c,5000,SIP,2025-11-01,HDFC Flexi Cap,Auto,False,Success
txn_fddd5d8a,inv_5ead152c,5000,SIP,2025-11-01,SBI Magnum Gilt,Auto,False,Success
txn_61bb7e5e,inv_47cf7f88,1000,SIP,2025-11-01,Parag Parikh Flexi Cap,Auto,False,Success
txn_641151a8,inv_47cf7f88,1000,SIP,2025-11-01,Nippon India Small Cap,Auto,False,Success
txn_45070b0a,inv_47cf7f88,1000,SIP,2025-11-01,HDFC Balanced Advantage,Auto,False,Success
txn_69c95924,inv_47cf7f88,1000,SIP,2025-11-01,Nippon India Small Cap,Auto,False,Failed
txn_db98dd84,inv_7bdf8b77,1000,SIP,2025-11-01,Kotak Liquid Fund,Auto,False,Success
txn_2a279393,inv_7bdf8b77,1000,SIP,2025-11-01,Parag Parikh Flexi Cap,Auto,False,Success
txn_ced1f601,inv_7bdf8b77,1000,SIP,2025-11-01,HDFC Balanced Advantage,Auto,False,Success
txn_a66456ae,inv_21fc7314,30000,SIP,2025-11-01,HDFC Flexi Cap,Auto,False,Success
txn_9ea18281,inv_21fc7314,30000,SIP,2025-11-01,SBI Small Cap,Auto,False,Failed
txn_61cf0162,inv_21fc7314,30000,SIP,2025-11-01,SBI Magnum Gilt,Auto,False,Success
txn_e927c1c9,inv_0b7cec53,2000,SIP,2025-11-01,HDFC Balanced Advantage,Auto,False,Failed
txn_08107c27,inv_0b7cec53,2000,SIP,2025-11-01,Axis Bluechip,Auto,False,Success
txn_d9da0b6c,inv_0b7cec53,2000,SIP,2025-11-01,SBI Small Cap,Auto,False,Success
txn_1dc9617c,inv_0b7cec53,2000,SIP,2025-11-01,SBI Magnum Gilt,Auto,False,Success
txn_5e7eeafc,inv_07f2a746,30000,SIP,2025-11-01,HDFC Balanced Advantage,Auto,False,Success
txn_54cdcb5e,inv_07f2a746,30000,SIP,2025-11-01,Axis Bluechip,Auto,False,Success
txn_88ad372d,inv_07f2a746,30000,SIP,2025-11-01,SBI Small Cap,Auto,False,Success
txn_50a5c71c,inv_07f2a746,30000,SIP,2025-11-01,HDFC Flexi Cap,Auto,False,Success
txn_dfca5877,inv_e47f5cac,10000,SIP,2025-11-01,Kotak Liquid Fund,Auto,False,Success
txn_463f9ce6,inv_e47f5cac,10000,SIP,2025-11-01,HDFC Flexi Cap,Auto,False,Success
txn_f4f7f01d,inv_e47f5cac,10000,SIP,2025-11-01,Kotak Liquid Fund,Auto,False,Success
txn_34d9c272,inv_e47f5cac,10000,SIP,2025-11-01,Parag Parikh Flexi Cap,Auto,False,Success
txn_fa0245b4,inv_32dd68be,10000,SIP,2025-11-01,Axis Bluechip,Auto,False,Success
txn_a966604a,inv_32dd68be,10000,SIP,2025-11-01,Axis Bluechip,Auto,False,Success
txn_a4c90521,inv_32dd68be,10000,SIP,2025-11-01,Kotak Liquid Fund,Auto,False,Success
txn_247162bf,inv_32dd68be,10000,SIP,2025-11-01,HDFC Flexi Cap,Auto,False,Success
txn_8fb41cd3,inv_32dd68be,10000,SIP,2025-11-01,Parag Parikh Flexi Cap,Auto,False,Success
txn_f343b24b,inv_5e6177b8,5000,SIP,2025-11-01,Kotak Liquid Fund,Auto,False,Success
txn_300dfba8,inv_5e6177b8,5000,SIP,2025-11-01,HDFC Balanced Advantage,Auto,False,Success
txn_554e4df2,inv_5e6177b8,5000,SIP,2025-11-01,HDFC Flexi Cap,Auto,False,Success
txn_56ef620c,inv_5e6177b8,5000,SIP,2025-11-01,Nippon India Small Cap,Auto,False,Success
txn_9b98b21a,inv_5e6177b8,5000,SIP,2025-11-01,SBI Magnum Gilt,Auto,False,Success
txn_bfb5d78e,inv_3799bfbd,5000,SIP,2025-11-01,Parag Parikh Flexi Cap,Auto,False,Success
txn_7d4b3f9c,inv_56737448,5000,SIP,2025-11-01,SBI Magnum Gilt,Auto,False,Success
txn_2715cb39,inv_56737448,5000,SIP,2025-11-01,HDFC Balanced Advantage,Auto,False,Success
txn_6d5a2594,inv_56737448,5000,SIP,2025-11-01,Nippon India Small Cap,Auto,False,Success
txn_efca68da,inv_56737448,5000,SIP,2025-11-01,SBI Small Cap,Auto,False,Success
txn_d840681e,inv_b49c0e8e,5000,SIP,2025-11-01,Nippon India Small Cap,Auto,False,Success
txn_175def6d,inv_b49c0e8e,5000,SIP,2025-11-01,Parag Parikh Flexi Cap,Auto,False,Success
txn_b40ec56b,inv_b49c0e8e,5000,SIP,2025-11-01,Axis Bluechip,Auto,False,Success
txn_bf1f30bc,inv_dac0e49d,5000,SIP,2025-11-01,Axis Bluechip,Auto,False,Success
txn_3e3cb963,inv_dac0e49d,5000,SIP,2025-11-01,Axis Bluechip,Auto,False,Success
txn_16c19362,inv_c9115ed2,10000,SIP,2025-11-01,Nippon India Small Cap,Auto,False,Success
txn_3a8cb6a3,inv_e31c1d21,5000,SIP,2025-11-01,HDFC Flexi Cap,Auto,False,Success
txn_ead95cae,inv_e31c1d21,5000,SIP,2025-11-01,SBI Small Cap,Auto,False,Success
txn_d6d376cc,inv_e31c1d21,5000,SIP,2025-11-01,SBI Small Cap,Auto,False,Success
txn_799432b9,inv_e31c1d21,5000,SIP,2025-11-01,Nippon India Small Cap,Auto,False,Success
txn_e7a6fea4,inv_55b71335,30000,SIP,2025-11-01,Axis Bluechip,Auto,False,Failed
txn_192fdbc2,inv_55b71335,30000,SIP,2025-11-01,HDFC Flexi Cap,Auto,False,Success
txn_4d85d077,inv_55b71335,30000,SIP,2025-11-01,HDFC Flexi Cap,Auto,False,Success
txn_37779958,inv_55b71335,30000,SIP,2025-11-01,SBI Small Cap,Auto,False,Success
txn_ef71be71,inv_55b71335,30000,SIP,2025-11-01,HDFC Flexi Cap,Auto,False,Success
txn_b6b114af,inv_a7e26500,10000,SIP,2025-11-01,HDFC Flexi Cap,Auto,False,Success
txn_88b13d23,inv_a7e26500,10000,SIP,2025-11-01,HDFC Balanced Advantage,Auto,False,Success
txn_f0e2f434,inv_f9cf39eb,1000,SIP,2025-11-01,SBI Magnum Gilt,Auto,False,Success
txn_cb79316e,inv_4d4f523b,15000,SIP,2025-11-01,Kotak Liquid Fund,Auto,False,Success
txn_a91a3fdd,inv_4d4f523b,15000,SIP,2025-11-01,Nippon India Small Cap,Auto,False,Success
txn_b5eb1963,inv_4d4f523b,15000,SIP,2025-11-01,SBI Small Cap,Auto,False,Success
txn_4ab1e58f,inv_4d4f523b,15000,SIP,2025-11-01,HDFC Flexi Cap,Auto,False,Success
txn_d59f5172,inv_4d4f523b,15000,SIP,2025-11-01,Nippon India Small Cap,Auto,False,Success
txn_c3381ac1,inv_e3e07b51,1000,SIP,2025-11-01,HDFC Balanced Advantage,Auto,False,Success
txn_757d7446,inv_ef51aa54,10000,SIP,2025-11-01,HDFC Flexi Cap,Auto,False,Success
txn_af84ad05,inv_ef51aa54,10000,SIP,2025-11-01,HDFC Balanced Advantage,Auto,False,Success
txn_85fd36c5,inv_ef51aa54,10000,SIP,2025-11-01,Axis Bluechip,Auto,False,Success
txn_e142dab3,inv_a96117b4,5000,SIP,2025-11-01,HDFC Balanced Advantage,Auto,False,Success
txn_5992e82e,inv_a96117b4,5000,SIP,2025-11-01,SBI Magnum Gilt,Auto,False,Success
txn_a9b11305,inv_a96117b4,5000,SIP,2025-11-01,HDFC Flexi Cap,Auto,False,Success
txn_c8957d2f,inv_d22f817b,5000,SIP,2025-11-01,Nippon India Small Cap,Auto,False,Success
txn_214c68c0,inv_d22f817b,5000,SIP,2025-11-01,HDFC Flexi Cap,Auto,False,Success
txn_a5a365bb,inv_f6a1d217,5000,SIP,2025-11-01,Parag Parikh Flexi Cap,Auto,False,Success
txn_c51180df,inv_5c73c241,15000,SIP,2025-11-01,Axis Bluechip,Auto,False,Success
txn_2ad37cd3,inv_5c73c241,15000,SIP,2025-11-01,SBI Small Cap,Auto,False,Success
txn_5977fe45,inv_5c73c241,15000,SIP,2025-11-01,SBI Small Cap,Auto,False,Success
txn_05c8f256,inv_5c73c241,15000,SIP,2025-11-01,SBI Magnum Gilt,Auto,False,Success
txn_46c9d19e,inv_5c73c241,15000,SIP,2025-11-01,Kotak Liquid Fund,Auto,False,Success
txn_4d6c1c59,inv_1844b821,5000,SIP,2025-11-01,Axis Bluechip,Auto,False,Success
txn_da9e1161,inv_bb2e65a2,10000,SIP,2025-11-01,Parag Parikh Flexi Cap,Auto,False,Failed
txn_f1480272,inv_6ebb78ec,30000,SIP,2025-11-01,Parag Parikh Flexi Cap,Auto,False,Success
txn_8ebfe41a,inv_6ebb78ec,30000,SIP,2025-11-01,Parag Parikh Flexi Cap,Auto,False,Success
txn_e8b7cfcf,inv_6ebb78ec,30000,SIP,2025-11-01,SBI Small Cap,Auto,False,Success
txn_145b3e33,inv_258d4035,1000,SIP,2025-11-01,Kotak Liquid Fund,Auto,False,Success
txn_e5688404,inv_258d4035,1000,SIP,2025-11-01,HDFC Flexi Cap,Auto,False,Success
txn_11fdf6b9,inv_559f4e9b,1000,SIP,2025-11-01,Nippon India Small Cap,Auto,False,Success
txn_e6a59155,inv_559f4e9b,1000,SIP,2025-11-01,Nippon India Small Cap,Auto,False,Success
txn_4395ebb3,inv_559f4e9b,1000,SIP,2025-11-01,Nippon India Small Cap,Auto,False,Success
txn_814b19f0,inv_40688b98,5000,SIP,2025-11-01,SBI Small Cap,Auto,False,Success
txn_cfce9cd8,inv_40688b98,5000,SIP,2025-11-01,SBI Small Cap,Auto,False,Success
txn_991c29f2,inv_40688b98,5000,SIP,2025-11-01,HDFC Flexi Cap,Auto,False,Success
txn_53f6bdba,inv_40688b98,5000,SIP,2025-11-01,HDFC Balanced Advantage,Auto,False,Success
txn_b20593c9,inv_7f87053d,1000,SIP,2025-11-01,Axis Bluechip,Auto,False,Success
txn_b0c0b90c,inv_f6188958,10000,SIP,2025-11-01,SBI Small Cap,Auto,False,Success
txn_58249187,inv_080dca27,30000,SIP,2025-11-01,SBI Magnum Gilt,Auto,False,Success
txn_4eb54c72,inv_080dca27,30000,SIP,2025-11-01,Kotak Liquid Fund,Auto,False,Success
txn_672b72a0,inv_080dca27,30000,SIP,2025-11-01,Axis Bluechip,Auto,False,Success
txn_f7372730,inv_080dca27,30000,SIP,2025-11-01,HDFC Balanced Advantage,Auto,False,Success
txn_f522a2d5,inv_080dca27,30000,SIP,2025-11-01,HDFC Balanced Advantage,Auto,False,Success
txn_e578ac85,inv_6719da73,5000,SIP,2025-11-01,HDFC Balanced Advantage,Auto,False,Success
txn_dbd3dba2,inv_6719da73,5000,SIP,2025-11-01,Kotak Liquid Fund,Auto,False,Success
txn_a652bb34,inv_6719da73,5000,SIP,2025-11-01,Nippon India Small Cap,Auto,False,Success
txn_f1c4a485,inv_6719da73,5000,SIP,2025-11-01,Axis Bluechip,Auto,False,Success
txn_3350388b,inv_6719da73,5000,SIP,2025-11-01,HDFC Balanced Advantage,Auto,False,Success
txn_e8fafd29,inv_ee863d84,5000,SIP,2025-11-01,HDFC Flexi Cap,Auto,False,Success
txn_867e3483,inv_ee863d84,5000,SIP,2025-11-01,HDFC Flexi Cap,Auto,False,Success
txn_ff541e7a,inv_ee863d84,5000,SIP,2025-11-01,Kotak Liquid Fund,Auto,False,Success
txn_ace2e890,inv_ee863d84,5000,SIP,2025-11-01,SBI Magnum Gilt,Auto,False,Success
txn_93c26c38,inv_ee863d84,5000,SIP,2025-11-01,Nippon India Small Cap,Auto,False,Success
txn_6a113029,inv_1a3141c3,5000,SIP,2025-11-01,Nippon India Small Cap,Auto,False,Success
txn_4d288f77,inv_1a3141c3,5000,SIP,2025-11-01,SBI Small Cap,Auto,False,Success
txn_bca9378a,inv_1a3141c3,5000,SIP,2025-11-01,HDFC Flexi Cap,Auto,False,Success
txn_37693c9b,inv_1a3141c3,5000,SIP,2025-11-01,Axis Bluechip,Auto,False,Success
txn_1c1eb61a,inv_1a3141c3,5000,SIP,2025-11-01,HDFC Flexi Cap,Auto,False,Success
txn_cde6187e,inv_3154e8ea,5000,SIP,2025-11-01,Parag Parikh Flexi Cap,Auto,False,Success
txn_3fde7794,inv_ebf54407,10000,SIP,2025-11-01,HDFC Flexi Cap,Auto,False,Success
txn_09081581,inv_dc44b470,2000,SIP,2025-11-01,HDFC Balanced Advantage,Auto,False,Success
txn_b2d6eea3,inv_dc44b470,2000,SIP,2025-11-01,Parag Parikh Flexi Cap,Auto,False,Success
txn_2ac8ba2d,inv_dc44b470,2000,SIP,2025-11-01,Kotak Liquid Fund,Auto,False,Success
txn_c30558e6,inv_dc44b470,2000,SIP,2025-11-01,Kotak Liquid Fund,Auto,False,Success
txn_17e84660,inv_dc44b470,2000,SIP,2025-11-01,SBI Small Cap,Auto,False,Success
txn_2a928c45,inv_6dda4044,2000,SIP,2025-11-01,Kotak Liquid Fund,Auto,False,Success
txn_58ca4726,inv_6dda4044,2000,SIP,2025-11-01,SBI Small Cap,Auto,False,Success
txn_3440da9a,inv_34b199c8,5000,SIP,2025-11-01,Nippon India Small Cap,Auto,False,Success
txn_5ac8bfbf,inv_34b199c8,5000,SIP,2025-11-01,Nippon India Small Cap,Auto,False,Success
txn_32618931,inv_34b199c8,5000,SIP,2025-11-01,Axis Bluechip,Auto,False,Success
txn_4207c555,inv_34b199c8,5000,SIP,2025-11-01,SBI Small Cap,Auto,False,Success
txn_9ef1cf8d,inv_34b199c8,5000,SIP,2025-11-01,Kotak Liquid Fund,Auto,False,Success
txn_f80b82ce,inv_861b6621,5000,SIP,2025-11-01,HDFC Flexi Cap,Auto,False,Success
txn_91416412,inv_861b6621,5000,SIP,2025-11-01,Parag Parikh Flexi Cap,Auto,False,Success
txn_0e8a536c,inv_e4799665,15000,SIP,2025-11-01,Axis Bluechip,Auto,False,Success
txn_df4a6c09,inv_e4799665,15000,SIP,2025-11-01,HDFC Flexi Cap,Auto,False,Failed
txn_7b8f4c98,inv_e4799665,15000,SIP,2025-11-01,Axis Bluechip,Auto,False,Success
txn_a0c0f6b1,inv_e4799665,15000,SIP,2025-11-01,Kotak Liquid Fund,Auto,False,Success
txn_d37cff62,inv_42bb9588,15000,SIP,2025-11-01,Nippon India Small Cap,Auto,False,Success
txn_e25a6eea,inv_42bb9588,15000,SIP,2025-11-01,Parag Parikh Flexi Cap,Auto,False,Failed
txn_bccf77b5,inv_07fbaff2,5000,SIP,2025-11-01,Parag Parikh Flexi Cap,Auto,False,Success
txn_1d93a45c,inv_4512b36c,10000,SIP,2025-11-01,Nippon India Small Cap,Auto,False,Success
txn_d8affd0f,inv_4512b36c,10000,SIP,2025-11-01,HDFC Balanced Advantage,Auto,False,Success
txn_0d775a7a,inv_91220e19,10000,SIP,2025-11-01,SBI Small Cap,Auto,False,Success
txn_b4f067db,inv_b6dad35c,500,SIP,2025-11-01,SBI Magnum Gilt,Auto,False,Success
txn_53d3498f,inv_119ac6bb,2000,SIP,2025-11-01,HDFC Balanced Advantage,Auto,False,Success
txn_1995b8d5,inv_119ac6bb,2000,SIP,2025-11-01,SBI Small Cap,Auto,False,Success
txn_fad77ba1,inv_6d44eefa,2000,SIP,2025-11-01,HDFC Balanced Advantage,Auto,False,Success
txn_a2861c79,inv_4099ad5d,15000,SIP,2025-11-01,SBI Small Cap,Auto,False,Failed
txn_a4d00db0,inv_4099ad5d,15000,SIP,2025-11-01,SBI Magnum Gilt,Auto,False,Success
txn_947eba2c,inv_4099ad5d,15000,SIP,2025-11-01,Nippon India Small Cap,Auto,False,Success
txn_c40759d1,inv_4099ad5d,15000,SIP,2025-11-01,Kotak Liquid Fund,Auto,False,Success
txn_95f063d3,inv_4099ad5d,15000,SIP,2025-11-01,SBI Magnum Gilt,Auto,False,Success
txn_922feb0d,inv_f3cee282,5000,SIP,2025-11-01,HDFC Balanced Advantage,Auto,False,Success
txn_1b3342cf,inv_f3cee282,5000,SIP,2025-11-01,Kotak Liquid Fund,Auto,False,Success
